PCA1,PCA2,PCA3,PCA4,PCA5,,,,,,,
0.569481982,0.122279279,0.656283784,-0.045004505,-0.270481982,,,,,,,26.5353556
0.32695045,0.243018018,0.532905405,-0.280887387,-0.27195045,,,,,,,15.54326973
0.356945946,0.506837838,0.612351351,-0.23018018,-0.227945946,,,,,,,24.20968675
0.317414414,0.761576577,0.728972973,-0.16272973,-0.198414414,,,,,,,30.36565804
0.237216216,0.866648649,0.736594595,-0.094945946,-0.169216216,,,,,,,30.70917518
0.176684685,0.714387387,0.638216216,-0.089828829,-0.173684685,,,,,,,24.1794508
0.28668018,0.613207207,0.614662162,-0.164788288,-0.19668018,,,,,,,24.91183897
0.463211712,0.533468468,0.569373874,-0.246572072,-0.211878378,,,,,,,28.44412203
0.806743243,0.45472973,0.804752252,-0.074022523,-0.24340991,,,,,,,44.1878747
0.786878378,0.452135135,0.815373874,-0.069238739,-0.247545045,,,,,,,43.4706045
0.67068018,0.424207207,0.863662162,-0.050454955,-0.26568018,,,,,,,38.87753414
0.615545045,0.637801802,0.572707207,-0.263572072,-0.265211712,,,,,,,35.19069868
0.783076577,0.728063063,0.415752252,-0.236022523,-0.26740991,,,,,,,41.77867889
0.950608108,0.818324324,0.258797297,-0.208472973,-0.269608108,,,,,,,48.36665908
0.692945946,0.831837838,0.428684685,-0.165846847,-0.240279279,,,,,,,41.76356093
0.465081081,0.849243243,0.58263964,-0.130396396,-0.204747748,,,,,,,36.23636804
0.447945946,0.832504505,0.746351351,-0.05318018,-0.189612613,,,,,,,38.32610142
0.564144144,0.860432432,0.698063063,-0.071963964,-0.171477477,,,,,,,42.91917178
0.680342342,0.88836036,0.649774775,-0.090747748,-0.153342342,,,,,,,47.51224214
0.489477477,0.925099099,0.629396396,-0.137297297,-0.128810811,,,,,,,40.61258609
0.560675676,0.990027027,0.510108108,-0.095747748,-0.145009009,,,,,,,43.32476616
0.444477477,0.962099099,0.558396396,-0.076963964,-0.163144144,,,,,,,38.73169576
0.424612613,0.959504505,0.569018018,-0.07218018,-0.167279279,,,,,,,38.01442561
0.257081081,0.869243243,0.725972973,-0.09972973,-0.165081081,,,,,,,31.42644537
0.327346847,0.762873874,0.723662162,-0.165121622,-0.196346847,,,,,,,30.72429315
0.503878378,0.683135135,0.678373874,-0.246905405,-0.211545045,,,,,,,34.25657617
0.50368018,0.423207207,0.582995495,-0.304788288,-0.249346847,,,,,,,26.66606446
0.619878378,0.451135135,0.534707207,-0.323572072,-0.231211712,,,,,,,31.25913482
0.639743243,0.45372973,0.524085586,-0.328355856,-0.227076577,,,,,,,31.97640504
0.660545045,0.600801802,0.643707207,-0.323905405,-0.230878378,,,,,,,37.07158903
0.854743243,0.569396396,0.576418919,-0.408355856,-0.422743243,,,,,,,38.53983271
1.000608108,0.569657658,0.525797297,-0.301472973,-0.481608108,,,,,,,43.55859842
0.986945946,0.696171171,0.511684685,-0.240513514,-0.444612613,,,,,,,46.7020104
0.595414414,0.660243243,0.50463964,-0.07872973,-0.233747748,,,,,,,36.60629969
0.252216216,0.592648649,0.480927928,-0.108279279,-0.155882883,,,,,,,22.96006701
0.136018018,0.564720721,0.529216216,-0.089495495,-0.174018018,,,,,,,18.36699665
0.344216216,0.804648649,0.481261261,-0.062279279,-0.175882883,,,,,,,30.76743101
0.552414414,1.044576577,0.433306306,-0.035063063,-0.177747748,,,,,,,43.16786536
0.719945946,1.134837838,0.276351351,-0.007513514,-0.179945946,,,,,,,49.75584558
0.552414414,1.044576577,0.433306306,-0.035063063,-0.177747748,,,,,,,43.16786536
0.384882883,0.954315315,0.590261261,-0.062612613,-0.17554955,,,,,,,36.57988516
0.404747748,0.95690991,0.57963964,-0.067396396,-0.171414414,,,,,,,37.29715541
0.572279279,1.047171171,0.422684685,-0.039846847,-0.173612613,,,,,,,43.88513556
0.800810811,1.398432432,-0.26527027,0.328702703,-0.322810811,,,,,,,52.35413579
0.799878378,1.227135135,-0.148292793,0.221761261,-0.337878378,,,,,,,48.9398035
0.828743243,1.05972973,-0.047247748,0.107644144,-0.346743243,,,,,,,46.60137655
0.796608108,0.631324324,0.584797297,-0.347472973,-0.208608108,,,,,,,42.38192958
0.942472973,0.631585586,0.534175676,-0.24059009,-0.267472973,,,,,,,47.4006953
0.832477477,0.732765766,0.55772973,-0.165630631,-0.244477477,,,,,,,46.66830711
0.655945946,0.812504505,0.603018018,-0.083846847,-0.229279279,,,,,,,43.1360241
0.353414414,0.894576577,0.688306306,-0.11372973,-0.151081081,,,,,,,35.30224553
0.237216216,0.866648649,0.736594595,-0.094945946,-0.169216216,,,,,,,30.70917518
0.217351351,0.864054054,0.747216216,-0.090162162,-0.173351351,,,,,,,29.99190496
0.479211712,0.807468468,0.667373874,-0.265238739,0.119788288,,,,,,,41.79212168
0.51968018,0.697207207,0.680995495,-0.323454955,0.08231982,,,,,,,40.01406413
0.731878378,0.634135135,0.627707207,-0.486572072,0.365121622,,,,,,,50.02110534
0.751743243,0.63672973,0.617085586,-0.491355856,0.369256757,,,,,,,50.73837556
0.731878378,0.634135135,0.627707207,-0.486572072,0.365121622,,,,,,,50.02110534
0.803076577,0.699063063,0.508418919,-0.445022523,0.348923423,,,,,,,52.73328539
0.600810811,0.763432432,0.556396396,-0.284297297,0.068189189,,,,,,,43.08487928
0.520612613,0.868504505,0.564018018,-0.216513514,0.097387387,,,,,,,43.42839643
0.428810811,0.916432432,0.659063063,-0.204630631,0.155189189,,,,,,,43.21154411
0.408945946,0.913837838,0.669684685,-0.199846847,0.151054054,,,,,,,42.49427392
0.389081081,0.911243243,0.680306306,-0.195063063,0.146918919,,,,,,,41.7770037
0.605545045,0.658801802,0.839040541,-0.010572072,0.103121622,,,,,,,48.1911372
0.817743243,0.59572973,0.785752252,-0.173689189,0.385923423,,,,,,,58.19817837
1.029941441,0.532657658,0.732463964,-0.336806306,0.668725225,,,,,,,68.20521958
0.974806306,0.746252252,0.441509009,-0.549923423,0.669193694,,,,,,,64.51838412
0.732810811,0.805432432,0.51072973,-0.379630631,0.380189189,,,,,,,53.43543761
0.752675676,0.808027027,0.500108108,-0.384414414,0.384324324,,,,,,,54.15270783
0.721207207,0.748288288,0.598153153,-0.435531532,0.408792793,,,,,,,52.87506817
0.701342342,0.745693694,0.608774775,-0.430747748,0.404657658,,,,,,,52.15779799
0.489144144,0.808765766,0.662063063,-0.267630631,0.121855856,,,,,,,42.15075678
0.557342342,0.779693694,0.634774775,-0.463747748,-0.007009009,,,,,,,39.31750498
0.769540541,0.716621622,0.581486486,-0.626864865,0.275792793,,,,,,,49.32454621
0.749675676,0.714027027,0.592108108,-0.622081081,0.271657658,,,,,,,48.607276
0.448477477,0.659099099,0.553063063,-0.267297297,0.121522523,,,,,,,36.33830261
0.543009009,0.597027027,0.611108108,-0.206747748,0.082990991,,,,,,,39.36215848
0.878207207,0.437621622,0.60981982,-0.495864865,0.190126126,,,,,,,48.12526335
0.899009009,0.584693694,0.729441441,-0.491414414,0.186324324,,,,,,,53.22044732
0.612144144,0.712432432,0.714063063,-0.393630631,-0.053810811,,,,,,,40.90682043
0.337279279,0.764171171,0.718351351,-0.167513514,-0.194279279,,,,,,,31.08292823
0.5105,0.684,0.674833333,-0.2485,-0.210166667,,,,,,,34.49566624
0.550968468,0.573738739,0.688454955,-0.306716216,-0.247635135,,,,,,,32.71760871
0.667166667,0.601666667,0.640166667,-0.3255,-0.2295,,,,,,,37.31067911
0.433635135,0.395405405,0.428121622,-0.217382883,-0.153301802,,,,,,,24.3389712
0.549833333,0.423333333,0.379833333,-0.236166667,-0.135166667,,,,,,,28.93204155
0.621031532,0.488261261,0.260545045,-0.194617117,-0.151364865,,,,,,,31.64422163
0.812765766,0.766630631,0.468855856,-0.423891892,-0.333432432,,,,,,,41.05028954
0.636234234,0.846369369,0.514144144,-0.342108108,-0.318234234,,,,,,,37.51800647
0.408369369,0.863774775,0.668099099,-0.306657658,-0.282702703,,,,,,,31.99081359
0.379900901,0.898036036,0.674144144,-0.120108108,-0.145567568,,,,,,,36.25860581
0.496099099,0.925963964,0.625855856,-0.138891892,-0.127432432,,,,,,,40.85167619
0.476234234,0.923369369,0.636477477,-0.134108108,-0.131567568,,,,,,,40.13440595
0.547432432,0.988297297,0.517189189,-0.092558559,-0.147765766,,,,,,,42.84658598
0.431234234,0.960369369,0.565477477,-0.073774775,-0.165900901,,,,,,,38.25351562
0.411369369,0.957774775,0.576099099,-0.068990991,-0.170036036,,,,,,,37.53624544
0.431234234,0.960369369,0.565477477,-0.073774775,-0.165900901,,,,,,,38.25351562
0.411369369,0.957774775,0.576099099,-0.068990991,-0.170036036,,,,,,,37.53624544
0.391504505,0.95518018,0.586720721,-0.064207207,-0.174171171,,,,,,,36.81897527
0.524833333,0.727,0.7405,-0.120166667,-0.2195,,,,,,,37.86303923
0.776031532,0.582594595,0.763878378,-0.136617117,-0.277364865,,,,,,,43.70190797
0.8165,0.472333333,0.7775,-0.194833333,-0.314833333,,,,,,,41.92385042
0.584968468,0.359405405,0.648121622,-0.24104955,-0.290635135,,,,,,,29.21174019
0.530166667,0.426666667,0.568833333,-0.311166667,-0.243833333,,,,,,,27.62242477
0.824031532,0.368261261,0.583545045,-0.02895045,-0.262698198,,,,,,,40.60942047
0.890765766,0.649630631,0.657189189,0.022108108,-0.217099099,,,,,,,50.99982703
0.924963964,0.695225225,0.712234234,0.145657658,-0.222297297,,,,,,,55.08447022
0.530099099,0.711630631,0.585522523,-0.073225225,-0.170432432,,,,,,,37.3458077
0.549963964,0.714225225,0.574900901,-0.078009009,-0.166297297,,,,,,,38.06307789
0.607495495,1.10481982,-0.144054054,0.239207207,-0.286828829,,,,,,,40.34969224
0.901364865,1.019594595,0.117878378,0.423716216,-0.328698198,,,,,,,54.30026946
1.05622973,0.849855856,0.178923423,0.421265766,-0.400563063,,,,,,,56.263338
1.024094595,0.42145045,0.810968468,-0.033851351,-0.262427928,,,,,,,52.04389103
0.66422973,0.363855856,0.427256757,-0.180400901,-0.169563063,,,,,,,32.67316767
0.787094595,0.344783784,0.410968468,0.050481982,-0.159761261,,,,,,,39.47777754
0.696963964,0.448558559,0.423900901,0.120657658,-0.132630631,,,,,,,39.46265956
0.734099099,0.731963964,0.691855856,0.099108108,-0.197765766,,,,,,,48.18481418
0.379900901,0.898036036,0.674144144,-0.120108108,-0.145567568,,,,,,,36.25860581
0.448099099,0.868963964,0.646855856,-0.316225225,-0.274432432,,,,,,,33.42535403
0.428234234,0.866369369,0.657477477,-0.311441441,-0.278567568,,,,,,,32.70808379
0.408369369,0.863774775,0.668099099,-0.306657658,-0.282702703,,,,,,,31.99081359
0.544698198,0.729594595,0.729878378,-0.12495045,-0.215364865,,,,,,,38.58030945
0.72122973,0.649855856,0.68459009,-0.206734234,-0.230563063,,,,,,,42.1125925
0.897761261,0.570117117,0.639301802,-0.288518018,-0.245761261,,,,,,,45.64487552
1.020626126,0.551045045,0.623013514,-0.057635135,-0.235959459,,,,,,,52.4494854
0.814297297,0.626891892,0.684234234,0.031324324,-0.226963964,,,,,,,47.84129704
0.809495495,0.75381982,0.662612613,0.008207207,0.108504505,,,,,,,56.09411275
0.455297297,0.919891892,0.644900901,-0.211009009,0.160702703,,,,,,,44.16790439
0.681828829,0.89981982,0.657279279,-0.245792793,0.434171171,,,,,,,57.54231859
0.701693694,0.902414414,0.646657658,-0.250576577,0.438306306,,,,,,,58.25958879
0.681828829,0.89981982,0.657279279,-0.245792793,0.434171171,,,,,,,57.54231859
0.455297297,0.919891892,0.644900901,-0.211009009,0.160702703,,,,,,,44.16790439
0.303432432,0.875297297,0.701189189,-0.110891892,-0.155432432,,,,,,,33.10007583
0.505698198,0.810927928,0.653211712,-0.271617117,0.125301802,,,,,,,42.74848196
0.840896396,0.651522523,0.651923423,-0.560734234,0.232436937,,,,,,,51.51158681
1.053094595,0.58845045,0.598635135,-0.723851351,0.515238739,,,,,,,61.51862804
0.860563063,0.394189189,0.545923423,-0.623400901,0.19877027,,,,,,,44.6383453
0.808761261,0.55545045,0.374635135,-0.455851351,0.358238739,,,,,,,48.59446168
0.656477477,0.639099099,0.40972973,-0.297963964,0.081855856,,,,,,,41.14822527
0.616945946,0.893837838,0.526351351,-0.230513514,0.111387387,,,,,,,47.30419657
0.353414414,0.894576577,0.688306306,-0.11372973,-0.151081081,,,,,,,35.30224553
0.237216216,0.866648649,0.736594595,-0.094945946,-0.169216216,,,,,,,30.70917518
0.217351351,0.864054054,0.747216216,-0.090162162,-0.173351351,,,,,,,29.99190496
0.443545045,0.790801802,0.675373874,-0.183905405,-0.178211712,,,,,,,35.31736352
0.36668018,0.502207207,0.428662162,-0.152788288,-0.121346847,,,,,,,25.16066847
0.366481982,0.242279279,0.333283784,-0.210671171,-0.159148649,,,,,,,17.57015677
0.386346847,0.244873874,0.322662162,-0.215454955,-0.155013514,,,,,,,18.28742698
0.366481982,0.242279279,0.333283784,-0.210671171,-0.159148649,,,,,,,17.57015677
0.387283784,0.389351351,0.452905405,-0.206220721,-0.16295045,,,,,,,22.66534074
0.280279279,0.478171171,0.461018018,-0.14118018,-0.133279279,,,,,,,21.64350341
0.453477477,0.792099099,0.670063063,-0.186297297,-0.176144144,,,,,,,35.6759986
0.373279279,0.897171171,0.677684685,-0.118513514,-0.146945946,,,,,,,36.01951573
0.353414414,0.894576577,0.688306306,-0.11372973,-0.151081081,,,,,,,35.30224553
0.547612613,0.863171171,0.621018018,-0.19818018,-0.342945946,,,,,,,36.77048926
0.715144144,0.953432432,0.464063063,-0.170630631,-0.345144144,,,,,,,43.35846943
0.882675676,1.043693694,0.307108108,-0.143081081,-0.347342342,,,,,,,49.94644968
0.592144144,1.049765766,0.412063063,-0.044630631,-0.169477477,,,,,,,44.60240579
0.424612613,0.959504505,0.569018018,-0.07218018,-0.167279279,,,,,,,38.01442561
0.519144144,0.897432432,0.627063063,-0.011630631,-0.205810811,,,,,,,41.03828143
0.499279279,0.894837838,0.637684685,-0.006846847,-0.209945946,,,,,,,40.32101124
0.741477477,0.920432432,0.549396396,0.086036036,-0.254810811,,,,,,,49.21557708
0.686675676,0.987693694,0.470108108,0.015918919,-0.208009009,,,,,,,47.62626167
0.666810811,0.985099099,0.48072973,0.020702703,-0.212144144,,,,,,,46.90899146
0.424612613,0.959504505,0.569018018,-0.07218018,-0.167279279,,,,,,,38.01442561
0.444477477,0.962099099,0.558396396,-0.076963964,-0.163144144,,,,,,,38.73169576
0.424612613,0.959504505,0.569018018,-0.07218018,-0.167279279,,,,,,,38.01442561
0.404747748,0.95690991,0.57963964,-0.067396396,-0.171414414,,,,,,,37.29715541
0.42368018,0.788207207,0.685995495,-0.179121622,-0.182346847,,,,,,,34.60009329
0.423481982,0.528279279,0.590617117,-0.237004505,-0.220148649,,,,,,,27.00958159
0.346617117,0.239684685,0.343905405,-0.205887387,-0.163283784,,,,,,,16.85288657
0.230418919,0.211756757,0.392193694,-0.187103604,-0.181418919,,,,,,,12.25981621
0.438617117,0.451684685,0.344238739,-0.159887387,-0.183283784,,,,,,,24.66025058
0.771815315,0.688612613,0.43095045,-0.413004505,-0.412815315,,,,,,,36.07634627
1.062346847,0.682540541,0.325995495,-0.511454955,-0.59068018,,,,,,,41.42039016
1.082211712,0.685135135,0.315373874,-0.516238739,-0.586545045,,,,,,,42.13766036
0.815945946,0.735504505,0.480684685,-0.291846847,-0.415945946,,,,,,,40.51962459
0.601144144,0.879765766,0.52372973,-0.153963964,-0.182477477,,,,,,,41.54670863
0.373279279,0.897171171,0.677684685,-0.118513514,-0.146945946,,,,,,,36.01951573
0.353414414,0.894576577,0.688306306,-0.11372973,-0.151081081,,,,,,,35.30224553
0.424612613,0.959504505,0.569018018,-0.07218018,-0.167279279,,,,,,,38.01442561
0.592144144,1.049765766,0.412063063,-0.044630631,-0.169477477,,,,,,,44.60240579
0.531612613,0.897504505,0.313684685,-0.039513514,-0.173945946,,,,,,,38.07268144
0.364081081,0.807243243,0.47063964,-0.067063063,-0.171747748,,,,,,,31.4847012
0.169346847,0.434873874,0.354328829,-0.075454955,-0.102346847,,,,,,,16.53320149
0.386545045,0.504801802,0.418040541,-0.157572072,-0.117211712,,,,,,,25.87793869
0.563076577,0.425063063,0.372752252,-0.239355856,-0.13240991,,,,,,,29.41022173
0.844941441,0.599657658,0.568130631,-0.538806306,-0.341608108,,,,,,,38.83140759
1.042472973,0.515918919,0.620509009,-0.24259009,-0.374472973,,,,,,,47.94260313
0.912612613,0.614504505,0.654684685,-0.162846847,-0.355612613,,,,,,,46.49294477
0.823810811,0.756432432,0.65772973,0.086702703,-0.185144144,,,,,,,51.82152429
0.469612613,0.922504505,0.640018018,-0.132513514,-0.132945946,,,,,,,39.89531593
0.489477477,0.925099099,0.629396396,-0.137297297,-0.128810811,,,,,,,40.61258609
0.373279279,0.897171171,0.677684685,-0.118513514,-0.146945946,,,,,,,36.01951573
0.601810811,1.248432432,-0.01027027,0.250036036,-0.296144144,,,,,,,44.48851595
0.652211712,1.139468468,-0.001959459,0.189427928,-0.331545045,,,,,,,43.06909352
0.90340991,0.995063063,0.021418919,0.172977477,-0.38940991,,,,,,,48.90796221
0.617878378,0.357801802,0.452040541,-0.169238739,-0.179211712,,,,,,,30.99953717
0.637743243,0.360396396,0.441418919,-0.174022523,-0.175076577,,,,,,,31.71680736
0.634274775,0.489990991,0.253463964,-0.197806306,-0.148608108,,,,,,,32.12240177
0.661477477,0.772099099,0.52672973,-0.216963964,-0.215810811,,,,,,,40.48592126
0.621009009,0.88236036,0.513108108,-0.158747748,-0.178342342,,,,,,,42.26397882
0.393144144,0.899765766,0.667063063,-0.123297297,-0.142810811,,,,,,,36.73678595
0.373279279,0.897171171,0.677684685,-0.118513514,-0.146945946,,,,,,,36.01951573
0.216414414,0.719576577,0.616972973,-0.099396396,-0.165414414,,,,,,,25.61399122
0.513211712,0.593135135,0.627040541,-0.199572072,0.076788288,,,,,,,38.28625319
0.72540991,0.530063063,0.573752252,-0.362689189,0.35959009,,,,,,,48.29329438
0.765878378,0.419801802,0.587373874,-0.420905405,0.322121622,,,,,,,46.51523685
0.834076577,0.39072973,0.560085586,-0.617022523,0.193256757,,,,,,,43.68198508
0.682211712,0.346135135,0.616373874,-0.516905405,-0.122878378,,,,,,,32.61415654
0.703013514,0.493207207,0.735995495,-0.512454955,-0.12668018,,,,,,,37.70934049
0.725878378,0.589801802,0.633373874,-0.279572072,-0.009878378,,,,,,,43.97204251
0.929076577,0.69672973,0.468418919,-0.333355856,0.285923423,,,,,,,57.0347809
0.858810811,0.803099099,0.47072973,-0.267963964,0.317189189,,,,,,,57.73693312
0.740675676,0.884027027,0.480441441,-0.512747748,0.284657658,,,,,,,51.66297316
0.477144144,0.884765766,0.642396396,-0.395963964,0.022189189,,,,,,,39.66102211
0.629009009,0.92936036,0.586108108,-0.496081081,0.338324324,,,,,,,50.72885064
0.600540541,0.963621622,0.592153153,-0.309531532,0.475459459,,,,,,,54.99664287
0.939405405,1.266882883,-0.035135135,0.043018018,0.581594595,,,,,,,72.24698689
0.77740991,0.961063063,-0.068914414,0.087644144,0.22559009,,,,,,,53.23001156
0.905941441,0.824324324,-0.093202703,-0.171472973,0.063391892,,,,,,,49.3359724
0.873806306,0.395918919,0.538842342,-0.62659009,0.201527027,,,,,,,45.11652544
0.894608108,0.542990991,0.658463964,-0.62213964,0.197725225,,,,,,,50.21170941
0.69440991,0.530063063,0.731418919,-0.330689189,0.01459009,,,,,,,42.69440289
0.690941441,0.659657658,0.543463964,-0.354472973,0.041058559,,,,,,,43.09999725
0.89413964,0.766585586,0.378509009,-0.408256757,0.33686036,,,,,,,56.16273564
1.097337838,0.873513514,0.213554054,-0.462040541,0.632662162,,,,,,,69.225474
0.389833333,0.899333333,0.668833333,-0.1225,-0.1435,,,,,,,36.61724089
0.369968468,0.896738739,0.679454955,-0.117716216,-0.147635135,,,,,,,35.89997071
0.350103604,0.894144144,0.690076577,-0.112932432,-0.15177027,,,,,,,35.18270054
0.369968468,0.896738739,0.679454955,-0.117716216,-0.147635135,,,,,,,35.89997071
0.486166667,0.924666667,0.631166667,-0.1365,-0.1295,,,,,,,40.49304111
0.466301802,0.922072072,0.641788288,-0.131716216,-0.133635135,,,,,,,39.77577089
0.350103604,0.894144144,0.690076577,-0.112932432,-0.15177027,,,,,,,35.18270054
0.421301802,0.959072072,0.570788288,-0.071382883,-0.167968468,,,,,,,37.89488056
0.401436937,0.956477477,0.58140991,-0.066599099,-0.172103604,,,,,,,37.17761033
0.617301802,1.015072072,0.407788288,-0.230382883,-0.307301802,,,,,,,40.21506854
0.44977027,0.924810811,0.564743243,-0.257932432,-0.305103604,,,,,,,33.62708833
0.389238739,0.77254955,0.466364865,-0.252815315,-0.309572072,,,,,,,27.097364
0.522567568,0.544369369,0.620144144,-0.308774775,-0.354900901,,,,,,,28.14142799
0.699099099,0.464630631,0.574855856,-0.390558559,-0.370099099,,,,,,,31.67371102
0.990963964,0.469891892,0.707234234,-0.407342342,-0.427630631,,,,,,,43.32503388
0.939162162,0.631153153,0.535945946,-0.239792793,-0.268162162,,,,,,,47.28115025
0.732833333,0.707,0.597166667,-0.150833333,-0.259166667,,,,,,,42.6729619
0.617698198,0.881927928,0.514878378,-0.15795045,-0.179031532,,,,,,,42.14443377
0.389833333,0.899333333,0.668833333,-0.1225,-0.1435,,,,,,,36.61724089
