PCA1,PCA2,PCA3,PCA4,PCA5
0.568945946,0.836837838,0.547351351,-0.407846847,-0.035612613
0.257081081,0.869243243,0.725972973,-0.09972973,-0.165081081
0.237216216,0.866648649,0.736594595,-0.094945946,-0.169216216
0.569878378,0.642135135,0.847040541,0.070761261,-0.194878378
0.74640991,0.562396396,0.801752252,-0.011022523,-0.210076577
0.786878378,0.452135135,0.815373874,-0.069238739,-0.247545045
0.50368018,0.423207207,0.582995495,-0.304788288,-0.249346847
0.649878378,0.277135135,0.744040541,-0.054905405,-0.261878378
0.589346847,0.124873874,0.645662162,-0.049788288,-0.266346847
0.569481982,0.122279279,0.656283784,-0.045004505,-0.270481982
0.32695045,0.243018018,0.532905405,-0.280887387,-0.27195045
0.356945946,0.506837838,0.612351351,-0.23018018,-0.227945946
0.317414414,0.761576577,0.728972973,-0.16272973,-0.198414414
0.237216216,0.866648649,0.736594595,-0.094945946,-0.169216216
0.176684685,0.714387387,0.638216216,-0.089828829,-0.173684685
0.28668018,0.613207207,0.614662162,-0.164788288,-0.19668018
0.463211712,0.533468468,0.569373874,-0.246572072,-0.211878378
0.806743243,0.45472973,0.804752252,-0.074022523,-0.24340991
0.786878378,0.452135135,0.815373874,-0.069238739,-0.247545045
0.67068018,0.424207207,0.863662162,-0.050454955,-0.26568018
0.615545045,0.637801802,0.572707207,-0.263572072,-0.265211712
0.783076577,0.728063063,0.415752252,-0.236022523,-0.26740991
0.950608108,0.818324324,0.258797297,-0.208472973,-0.269608108
0.692945946,0.831837838,0.428684685,-0.165846847,-0.240279279
0.465081081,0.849243243,0.58263964,-0.130396396,-0.204747748
0.447945946,0.832504505,0.746351351,-0.05318018,-0.189612613
0.564144144,0.860432432,0.698063063,-0.071963964,-0.171477477
0.680342342,0.88836036,0.649774775,-0.090747748,-0.153342342
0.489477477,0.925099099,0.629396396,-0.137297297,-0.128810811
0.560675676,0.990027027,0.510108108,-0.095747748,-0.145009009
0.444477477,0.962099099,0.558396396,-0.076963964,-0.163144144
0.424612613,0.959504505,0.569018018,-0.07218018,-0.167279279
0.257081081,0.869243243,0.725972973,-0.09972973,-0.165081081
0.327346847,0.762873874,0.723662162,-0.165121622,-0.196346847
0.503878378,0.683135135,0.678373874,-0.246905405,-0.211545045
0.50368018,0.423207207,0.582995495,-0.304788288,-0.249346847
0.619878378,0.451135135,0.534707207,-0.323572072,-0.231211712
0.639743243,0.45372973,0.524085586,-0.328355856,-0.227076577
0.660545045,0.600801802,0.643707207,-0.323905405,-0.230878378
0.854743243,0.569396396,0.576418919,-0.408355856,-0.422743243
1.000608108,0.569657658,0.525797297,-0.301472973,-0.481608108
0.986945946,0.696171171,0.511684685,-0.240513514,-0.444612613
0.595414414,0.660243243,0.50463964,-0.07872973,-0.233747748
0.252216216,0.592648649,0.480927928,-0.108279279,-0.155882883
0.136018018,0.564720721,0.529216216,-0.089495495,-0.174018018
0.344216216,0.804648649,0.481261261,-0.062279279,-0.175882883
0.552414414,1.044576577,0.433306306,-0.035063063,-0.177747748
0.719945946,1.134837838,0.276351351,-0.007513514,-0.179945946
0.552414414,1.044576577,0.433306306,-0.035063063,-0.177747748
0.384882883,0.954315315,0.590261261,-0.062612613,-0.17554955
0.404747748,0.95690991,0.57963964,-0.067396396,-0.171414414
0.572279279,1.047171171,0.422684685,-0.039846847,-0.173612613
0.800810811,1.398432432,-0.26527027,0.328702703,-0.322810811
0.799878378,1.227135135,-0.148292793,0.221761261,-0.337878378
0.828743243,1.05972973,-0.047247748,0.107644144,-0.346743243
0.796608108,0.631324324,0.584797297,-0.347472973,-0.208608108
0.942472973,0.631585586,0.534175676,-0.24059009,-0.267472973
0.832477477,0.732765766,0.55772973,-0.165630631,-0.244477477
0.655945946,0.812504505,0.603018018,-0.083846847,-0.229279279
0.353414414,0.894576577,0.688306306,-0.11372973,-0.151081081
0.237216216,0.866648649,0.736594595,-0.094945946,-0.169216216
0.217351351,0.864054054,0.747216216,-0.090162162,-0.173351351
0.479211712,0.807468468,0.667373874,-0.265238739,0.119788288
0.51968018,0.697207207,0.680995495,-0.323454955,0.08231982
0.731878378,0.634135135,0.627707207,-0.486572072,0.365121622
0.751743243,0.63672973,0.617085586,-0.491355856,0.369256757
0.731878378,0.634135135,0.627707207,-0.486572072,0.365121622
0.803076577,0.699063063,0.508418919,-0.445022523,0.348923423
0.600810811,0.763432432,0.556396396,-0.284297297,0.068189189
0.520612613,0.868504505,0.564018018,-0.216513514,0.097387387
0.428810811,0.916432432,0.659063063,-0.204630631,0.155189189
0.408945946,0.913837838,0.669684685,-0.199846847,0.151054054
0.389081081,0.911243243,0.680306306,-0.195063063,0.146918919
0.605545045,0.658801802,0.839040541,-0.010572072,0.103121622
0.817743243,0.59572973,0.785752252,-0.173689189,0.385923423
1.029941441,0.532657658,0.732463964,-0.336806306,0.668725225
0.974806306,0.746252252,0.441509009,-0.549923423,0.669193694
0.732810811,0.805432432,0.51072973,-0.379630631,0.380189189
0.752675676,0.808027027,0.500108108,-0.384414414,0.384324324
0.721207207,0.748288288,0.598153153,-0.435531532,0.408792793
0.701342342,0.745693694,0.608774775,-0.430747748,0.404657658
0.489144144,0.808765766,0.662063063,-0.267630631,0.121855856
0.557342342,0.779693694,0.634774775,-0.463747748,-0.007009009
0.769540541,0.716621622,0.581486486,-0.626864865,0.275792793
0.749675676,0.714027027,0.592108108,-0.622081081,0.271657658
0.448477477,0.659099099,0.553063063,-0.267297297,0.121522523
0.543009009,0.597027027,0.611108108,-0.206747748,0.082990991
0.878207207,0.437621622,0.60981982,-0.495864865,0.190126126
0.899009009,0.584693694,0.729441441,-0.491414414,0.186324324
0.612144144,0.712432432,0.714063063,-0.393630631,-0.053810811
0.337279279,0.764171171,0.718351351,-0.167513514,-0.194279279
0.5105,0.684,0.674833333,-0.2485,-0.210166667
0.550968468,0.573738739,0.688454955,-0.306716216,-0.247635135
0.667166667,0.601666667,0.640166667,-0.3255,-0.2295
0.433635135,0.395405405,0.428121622,-0.217382883,-0.153301802
0.549833333,0.423333333,0.379833333,-0.236166667,-0.135166667
0.621031532,0.488261261,0.260545045,-0.194617117,-0.151364865
0.812765766,0.766630631,0.468855856,-0.423891892,-0.333432432
0.636234234,0.846369369,0.514144144,-0.342108108,-0.318234234
0.408369369,0.863774775,0.668099099,-0.306657658,-0.282702703
0.379900901,0.898036036,0.674144144,-0.120108108,-0.145567568
0.496099099,0.925963964,0.625855856,-0.138891892,-0.127432432
0.476234234,0.923369369,0.636477477,-0.134108108,-0.131567568
0.547432432,0.988297297,0.517189189,-0.092558559,-0.147765766
0.431234234,0.960369369,0.565477477,-0.073774775,-0.165900901
0.411369369,0.957774775,0.576099099,-0.068990991,-0.170036036
0.431234234,0.960369369,0.565477477,-0.073774775,-0.165900901
0.411369369,0.957774775,0.576099099,-0.068990991,-0.170036036
0.391504505,0.95518018,0.586720721,-0.064207207,-0.174171171
0.524833333,0.727,0.7405,-0.120166667,-0.2195
0.776031532,0.582594595,0.763878378,-0.136617117,-0.277364865
0.8165,0.472333333,0.7775,-0.194833333,-0.314833333
0.584968468,0.359405405,0.648121622,-0.24104955,-0.290635135
0.530166667,0.426666667,0.568833333,-0.311166667,-0.243833333
0.824031532,0.368261261,0.583545045,-0.02895045,-0.262698198
0.890765766,0.649630631,0.657189189,0.022108108,-0.217099099
0.924963964,0.695225225,0.712234234,0.145657658,-0.222297297
0.530099099,0.711630631,0.585522523,-0.073225225,-0.170432432
0.549963964,0.714225225,0.574900901,-0.078009009,-0.166297297
0.607495495,1.10481982,-0.144054054,0.239207207,-0.286828829
0.901364865,1.019594595,0.117878378,0.423716216,-0.328698198
1.05622973,0.849855856,0.178923423,0.421265766,-0.400563063
1.024094595,0.42145045,0.810968468,-0.033851351,-0.262427928
0.66422973,0.363855856,0.427256757,-0.180400901,-0.169563063
0.787094595,0.344783784,0.410968468,0.050481982,-0.159761261
0.696963964,0.448558559,0.423900901,0.120657658,-0.132630631
0.734099099,0.731963964,0.691855856,0.099108108,-0.197765766
0.379900901,0.898036036,0.674144144,-0.120108108,-0.145567568
0.448099099,0.868963964,0.646855856,-0.316225225,-0.274432432
0.428234234,0.866369369,0.657477477,-0.311441441,-0.278567568
0.408369369,0.863774775,0.668099099,-0.306657658,-0.282702703
0.544698198,0.729594595,0.729878378,-0.12495045,-0.215364865
0.72122973,0.649855856,0.68459009,-0.206734234,-0.230563063
0.897761261,0.570117117,0.639301802,-0.288518018,-0.245761261
1.020626126,0.551045045,0.623013514,-0.057635135,-0.235959459
0.814297297,0.626891892,0.684234234,0.031324324,-0.226963964
0.809495495,0.75381982,0.662612613,0.008207207,0.108504505
0.455297297,0.919891892,0.644900901,-0.211009009,0.160702703
0.681828829,0.89981982,0.657279279,-0.245792793,0.434171171
0.701693694,0.902414414,0.646657658,-0.250576577,0.438306306
0.681828829,0.89981982,0.657279279,-0.245792793,0.434171171
0.455297297,0.919891892,0.644900901,-0.211009009,0.160702703
0.303432432,0.875297297,0.701189189,-0.110891892,-0.155432432
0.505698198,0.810927928,0.653211712,-0.271617117,0.125301802
0.840896396,0.651522523,0.651923423,-0.560734234,0.232436937
1.053094595,0.58845045,0.598635135,-0.723851351,0.515238739
0.860563063,0.394189189,0.545923423,-0.623400901,0.19877027
0.808761261,0.55545045,0.374635135,-0.455851351,0.358238739
0.656477477,0.639099099,0.40972973,-0.297963964,0.081855856
0.616945946,0.893837838,0.526351351,-0.230513514,0.111387387
0.353414414,0.894576577,0.688306306,-0.11372973,-0.151081081
0.237216216,0.866648649,0.736594595,-0.094945946,-0.169216216
0.217351351,0.864054054,0.747216216,-0.090162162,-0.173351351
0.443545045,0.790801802,0.675373874,-0.183905405,-0.178211712
0.36668018,0.502207207,0.428662162,-0.152788288,-0.121346847
0.366481982,0.242279279,0.333283784,-0.210671171,-0.159148649
0.386346847,0.244873874,0.322662162,-0.215454955,-0.155013514
0.366481982,0.242279279,0.333283784,-0.210671171,-0.159148649
0.387283784,0.389351351,0.452905405,-0.206220721,-0.16295045
0.280279279,0.478171171,0.461018018,-0.14118018,-0.133279279
0.453477477,0.792099099,0.670063063,-0.186297297,-0.176144144
0.373279279,0.897171171,0.677684685,-0.118513514,-0.146945946
0.353414414,0.894576577,0.688306306,-0.11372973,-0.151081081
0.547612613,0.863171171,0.621018018,-0.19818018,-0.342945946
0.715144144,0.953432432,0.464063063,-0.170630631,-0.345144144
0.882675676,1.043693694,0.307108108,-0.143081081,-0.347342342
0.592144144,1.049765766,0.412063063,-0.044630631,-0.169477477
0.424612613,0.959504505,0.569018018,-0.07218018,-0.167279279
0.519144144,0.897432432,0.627063063,-0.011630631,-0.205810811
0.499279279,0.894837838,0.637684685,-0.006846847,-0.209945946
0.741477477,0.920432432,0.549396396,0.086036036,-0.254810811
0.686675676,0.987693694,0.470108108,0.015918919,-0.208009009
0.666810811,0.985099099,0.48072973,0.020702703,-0.212144144
0.424612613,0.959504505,0.569018018,-0.07218018,-0.167279279
0.444477477,0.962099099,0.558396396,-0.076963964,-0.163144144
0.424612613,0.959504505,0.569018018,-0.07218018,-0.167279279
0.404747748,0.95690991,0.57963964,-0.067396396,-0.171414414
0.42368018,0.788207207,0.685995495,-0.179121622,-0.182346847
0.423481982,0.528279279,0.590617117,-0.237004505,-0.220148649
0.346617117,0.239684685,0.343905405,-0.205887387,-0.163283784
0.230418919,0.211756757,0.392193694,-0.187103604,-0.181418919
0.438617117,0.451684685,0.344238739,-0.159887387,-0.183283784
0.771815315,0.688612613,0.43095045,-0.413004505,-0.412815315
1.062346847,0.682540541,0.325995495,-0.511454955,-0.59068018
1.082211712,0.685135135,0.315373874,-0.516238739,-0.586545045
0.815945946,0.735504505,0.480684685,-0.291846847,-0.415945946
0.601144144,0.879765766,0.52372973,-0.153963964,-0.182477477
0.373279279,0.897171171,0.677684685,-0.118513514,-0.146945946
0.353414414,0.894576577,0.688306306,-0.11372973,-0.151081081
0.424612613,0.959504505,0.569018018,-0.07218018,-0.167279279
0.592144144,1.049765766,0.412063063,-0.044630631,-0.169477477
0.531612613,0.897504505,0.313684685,-0.039513514,-0.173945946
0.364081081,0.807243243,0.47063964,-0.067063063,-0.171747748
0.169346847,0.434873874,0.354328829,-0.075454955,-0.102346847
0.386545045,0.504801802,0.418040541,-0.157572072,-0.117211712
0.563076577,0.425063063,0.372752252,-0.239355856,-0.13240991
0.844941441,0.599657658,0.568130631,-0.538806306,-0.341608108
1.042472973,0.515918919,0.620509009,-0.24259009,-0.374472973
0.912612613,0.614504505,0.654684685,-0.162846847,-0.355612613
0.823810811,0.756432432,0.65772973,0.086702703,-0.185144144
0.469612613,0.922504505,0.640018018,-0.132513514,-0.132945946
0.489477477,0.925099099,0.629396396,-0.137297297,-0.128810811
0.373279279,0.897171171,0.677684685,-0.118513514,-0.146945946
0.601810811,1.248432432,-0.01027027,0.250036036,-0.296144144
0.652211712,1.139468468,-0.001959459,0.189427928,-0.331545045
0.90340991,0.995063063,0.021418919,0.172977477,-0.38940991
0.617878378,0.357801802,0.452040541,-0.169238739,-0.179211712
0.637743243,0.360396396,0.441418919,-0.174022523,-0.175076577
0.634274775,0.489990991,0.253463964,-0.197806306,-0.148608108
0.661477477,0.772099099,0.52672973,-0.216963964,-0.215810811
0.621009009,0.88236036,0.513108108,-0.158747748,-0.178342342
0.393144144,0.899765766,0.667063063,-0.123297297,-0.142810811
0.373279279,0.897171171,0.677684685,-0.118513514,-0.146945946
0.216414414,0.719576577,0.616972973,-0.099396396,-0.165414414
0.513211712,0.593135135,0.627040541,-0.199572072,0.076788288
0.72540991,0.530063063,0.573752252,-0.362689189,0.35959009
0.765878378,0.419801802,0.587373874,-0.420905405,0.322121622
0.834076577,0.39072973,0.560085586,-0.617022523,0.193256757
0.682211712,0.346135135,0.616373874,-0.516905405,-0.122878378
0.703013514,0.493207207,0.735995495,-0.512454955,-0.12668018
0.725878378,0.589801802,0.633373874,-0.279572072,-0.009878378
0.929076577,0.69672973,0.468418919,-0.333355856,0.285923423
0.858810811,0.803099099,0.47072973,-0.267963964,0.317189189
0.740675676,0.884027027,0.480441441,-0.512747748,0.284657658
0.477144144,0.884765766,0.642396396,-0.395963964,0.022189189
0.629009009,0.92936036,0.586108108,-0.496081081,0.338324324
0.600540541,0.963621622,0.592153153,-0.309531532,0.475459459
0.939405405,1.266882883,-0.035135135,0.043018018,0.581594595
0.77740991,0.961063063,-0.068914414,0.087644144,0.22559009
0.905941441,0.824324324,-0.093202703,-0.171472973,0.063391892
0.873806306,0.395918919,0.538842342,-0.62659009,0.201527027
0.894608108,0.542990991,0.658463964,-0.62213964,0.197725225
0.69440991,0.530063063,0.731418919,-0.330689189,0.01459009
0.690941441,0.659657658,0.543463964,-0.354472973,0.041058559
0.89413964,0.766585586,0.378509009,-0.408256757,0.33686036
1.097337838,0.873513514,0.213554054,-0.462040541,0.632662162
0.389833333,0.899333333,0.668833333,-0.1225,-0.1435
0.369968468,0.896738739,0.679454955,-0.117716216,-0.147635135
0.350103604,0.894144144,0.690076577,-0.112932432,-0.15177027
0.369968468,0.896738739,0.679454955,-0.117716216,-0.147635135
0.486166667,0.924666667,0.631166667,-0.1365,-0.1295
0.466301802,0.922072072,0.641788288,-0.131716216,-0.133635135
0.350103604,0.894144144,0.690076577,-0.112932432,-0.15177027
0.421301802,0.959072072,0.570788288,-0.071382883,-0.167968468
0.401436937,0.956477477,0.58140991,-0.066599099,-0.172103604
0.617301802,1.015072072,0.407788288,-0.230382883,-0.307301802
0.44977027,0.924810811,0.564743243,-0.257932432,-0.305103604
0.389238739,0.77254955,0.466364865,-0.252815315,-0.309572072
0.522567568,0.544369369,0.620144144,-0.308774775,-0.354900901
0.699099099,0.464630631,0.574855856,-0.390558559,-0.370099099
0.990963964,0.469891892,0.707234234,-0.407342342,-0.427630631
0.939162162,0.631153153,0.535945946,-0.239792793,-0.268162162
0.732833333,0.707,0.597166667,-0.150833333,-0.259166667
0.617698198,0.881927928,0.514878378,-0.15795045,-0.179031532
0.389833333,0.899333333,0.668833333,-0.1225,-0.1435
0.369968468,0.896738739,0.679454955,-0.117716216,-0.147635135
0.25377027,0.868810811,0.727743243,-0.098932432,-0.16577027
0.488567568,0.758702703,0.660477477,-0.374441441,-0.311900901
0.739765766,0.614297297,0.683855856,-0.390891892,-0.369765766
0.739567568,0.354369369,0.588477477,-0.448774775,-0.407567568
0.711099099,0.388630631,0.594522523,-0.262225225,-0.270432432
0.707630631,0.518225225,0.406567568,-0.286009009,-0.243963964
0.658166667,0.771666667,0.5285,-0.216166667,-0.2165
0.481635135,0.851405405,0.573788288,-0.134382883,-0.201301802
0.389833333,0.899333333,0.668833333,-0.1225,-0.1435
0.369968468,0.896738739,0.679454955,-0.117716216,-0.147635135
0.350103604,0.894144144,0.690076577,-0.112932432,-0.15177027
0.514900901,0.725702703,0.745810811,-0.117774775,-0.221567568
0.555369369,0.615441441,0.759432432,-0.175990991,-0.259036036
0.731900901,0.535702703,0.714144144,-0.257774775,-0.274234234
0.677099099,0.602963964,0.634855856,-0.327891892,-0.227432432
0.892963964,0.661558559,0.461234234,-0.491675676,-0.362630631
0.7065,0.74,0.511833333,-0.4075,-0.3495
0.529968468,0.819738739,0.557121622,-0.325716216,-0.334301802
0.25377027,0.868810811,0.727743243,-0.098932432,-0.16577027
0.233905405,0.866216216,0.738364865,-0.094148649,-0.169905405
0.303234234,0.615369369,0.605810811,-0.168774775,-0.193234234
0.479765766,0.535630631,0.560522523,-0.250558559,-0.208432432
0.479567568,0.275702703,0.465144144,-0.308441441,-0.246234234
0.459702703,0.273108108,0.475765766,-0.303657658,-0.250369369
0.302837838,0.095513514,0.415054054,-0.284540541,-0.268837838
0.444968468,0.398738739,0.459454955,-0.324382883,0.083031532
0.405436937,0.653477477,0.576076577,-0.256932432,0.112563063
0.537635135,0.955405405,0.625788288,-0.294382883,0.462364865
0.38577027,0.910810811,0.682076577,-0.194265766,0.14622973
0.365905405,0.908216216,0.692698198,-0.189481982,0.142094595
0.214040541,0.863621622,0.748986486,-0.089364865,-0.174040541
0.521522523,0.726567568,0.74227027,-0.119369369,-0.220189189
0.746387387,0.615162162,0.680315315,-0.392486486,-0.368387387
1.045918919,0.43909009,0.687027027,-0.60027027,-0.559252252
1.117117117,0.504018018,0.567738739,-0.558720721,-0.57545045
0.862454955,0.611531532,0.645626126,-0.278427928,-0.433454955
0.562923423,0.787603604,0.638914414,-0.070644144,-0.24259009
0.396454955,0.900198198,0.665292793,-0.124094595,-0.142121622
0.335923423,0.747936937,0.566914414,-0.118977477,-0.14659009
0.316058559,0.745342342,0.577536036,-0.114193694,-0.150725225
0.406189189,0.641567568,0.564603604,-0.184369369,-0.177855856
0.749720721,0.562828829,0.799981982,-0.01181982,-0.209387387
1.052585586,0.334423423,0.92636036,0.161063063,-0.241252252
1.250117117,0.250684685,0.978738739,0.457279279,-0.274117117
0.917454955,0.475198198,0.868292793,0.291572072,-0.248454955
0.61459009,0.703603604,0.741914414,0.118689189,-0.21659009
0.219725225,0.720009009,0.615202703,-0.100193694,-0.164725225
0.19986036,0.717414414,0.625824324,-0.09540991,-0.16886036
0.529189189,0.545234234,0.616603604,-0.310369369,-0.353522523
0.869387387,0.518828829,0.732315315,-0.518486486,-0.544054054
1.045918919,0.43909009,0.687027027,-0.60027027,-0.559252252
0.994117117,0.600351351,0.515738739,-0.432720721,-0.399783784
0.761121622,0.797864865,0.487292793,-0.231761261,-0.201121622
0.58459009,0.877603604,0.532581081,-0.149977477,-0.185923423
0.356725225,0.895009009,0.686536036,-0.114527027,-0.150391892
0.240527027,0.867081081,0.734824324,-0.095743243,-0.168527027
0.220662162,0.864486486,0.745445946,-0.090959459,-0.172662162
0.569855856,0.694900901,0.725603604,-0.310702703,-0.353189189
0.821054054,0.550495495,0.748981982,-0.327153153,-0.411054054
0.997585586,0.470756757,0.703693694,-0.408936937,-0.426252252
0.945783784,0.632018018,0.532405405,-0.241387387,-0.266783784
0.664788288,0.772531532,0.524959459,-0.217761261,-0.215121622
0.62431982,0.882792793,0.511337838,-0.159545045,-0.177653153
0.396454955,0.900198198,0.665292793,-0.124094595,-0.142121622
0.37659009,0.897603604,0.675914414,-0.119310811,-0.146256757
0.447788288,0.962531532,0.556626126,-0.077761261,-0.162454955
0.387256757,0.81027027,0.458247748,-0.072644144,-0.166923423
0.553855856,0.729234234,0.41827027,-0.152036036,-0.184189189
0.329324324,0.352972973,0.317891892,-0.153252252,-0.120990991
0.621189189,0.358234234,0.45027027,-0.170036036,-0.178522523
0.504990991,0.330306306,0.498558559,-0.151252252,-0.196657658
0.738522523,0.536567568,0.710603604,-0.259369369,-0.272855856
0.861387387,0.517495495,0.694315315,-0.028486486,-0.263054054
0.791121622,0.623864865,0.696626126,0.036905405,-0.231788288
0.61459009,0.703603604,0.741914414,0.118689189,-0.21659009
0.506788288,0.852198198,0.725959459,-0.140094595,0.113211712
0.486923423,0.849603604,0.736581081,-0.135310811,0.109076577
0.467058559,0.847009009,0.747202703,-0.130527027,0.104941441
0.530855856,0.776234234,0.648936937,-0.457369369,-0.012522523
0.817720721,0.648495495,0.664315315,-0.555153153,0.227612613
1.104585586,0.520756757,0.679693694,-0.652936937,0.467747748
1.12745045,0.617351351,0.577072072,-0.420054054,0.58454955
0.810788288,0.741198198,0.577626126,-0.315094595,0.338211712
0.695653153,0.916126126,0.495337838,-0.322211712,0.418346847
0.391454955,0.767198198,0.548292793,-0.205094595,0.155545045
0.330923423,0.614936937,0.449914414,-0.199977477,0.151076577
0.179058559,0.570342342,0.506202703,-0.09986036,-0.165058559
0.564855856,0.561900901,0.608603604,-0.391702703,-0.055522523
0.585657658,0.708972973,0.728225225,-0.387252252,-0.059324324
0.565792793,0.706378378,0.738846847,-0.382468468,-0.063459459
0.290927928,0.758117117,0.743135135,-0.156351351,-0.203927928
0.629459459,0.546378378,0.861513514,-0.064801802,0.062207207
0.609594595,0.543783784,0.872135135,-0.060018018,0.058072072
0.529396396,0.648855856,0.879756757,0.007765766,0.08727027
0.471261261,0.76845045,0.680801802,-0.443018018,-0.024927928
0.683459459,0.705378378,0.627513514,-0.606135135,0.257873874
0.663594595,0.702783784,0.638135135,-0.601351351,0.253738739
0.403063063,0.797522523,0.70809009,-0.246900901,0.103936937
0.286878378,0.873135135,0.710040541,-0.106905405,-0.158878378
0.226346847,0.720873874,0.611662162,-0.101788288,-0.163346847
0.206481982,0.718279279,0.622283784,-0.097004505,-0.167481982
0.497013514,0.712207207,0.517328829,-0.195454955,-0.345346847
0.705211712,0.952135135,0.469373874,-0.168238739,-0.347211712
0.685346847,0.949540541,0.479995495,-0.163454955,-0.351346847
0.444279279,0.702171171,0.463018018,-0.134846847,-0.200945946
0.599477477,0.386099099,0.73572973,0.005702703,-0.226477477
0.902342342,0.157693694,0.862108108,0.178585586,-0.258342342
1.182207207,0.238954955,0.97481982,0.033468468,-0.415540541
1.127072072,0.45254955,0.683864865,-0.179648649,-0.415072072
0.870878378,0.699801802,0.546373874,-0.354572072,-0.379545045
0.70740991,0.906396396,0.480752252,-0.170355856,-0.16640991
0.479545045,0.923801802,0.634707207,-0.134905405,-0.130878378
0.32268018,0.746207207,0.573995495,-0.115788288,-0.149346847
0.165815315,0.568612613,0.513283784,-0.096671171,-0.167815315
0.14595045,0.566018018,0.523905405,-0.091887387,-0.17195045
0.392945946,0.639837838,0.571684685,-0.18118018,-0.180612613
0.474081081,0.679243243,0.694306306,-0.23972973,-0.217747748
0.776945946,0.450837838,0.820684685,-0.066846847,-0.249612613
0.845144144,0.421765766,0.793396396,-0.262963964,-0.378477477
1.012675676,0.512027027,0.636441441,-0.235414414,-0.380675676
0.699878378,0.739135135,0.515373874,-0.405905405,-0.350878378
